production_run_id,date,plant_id,product_id,operator_id,quantity_produced,quantity_defective,downtime_minutes,energy_consumed_kwh
549,4/15/2024,1,7,5,11,0,1,175.78
550,4/15/2024,5,2,11,396,6,9,909.1
551,4/15/2024,3,9,7,942,17,14,66.88
552,4/16/2024,2,2,9,406,5,8,935.56
553,4/16/2024,3,9,8,877,16,1,33.54
554,4/16/2024,4,1,4,145,3,18,2369.58
555,4/16/2024,4,10,10,189,3,2,1137.3
556,4/16/2024,4,1,3,147,3,14,2392.02
557,4/17/2024,2,8,9,939,4,10,92.47
558,4/17/2024,1,1,16,121,3,11,1978.98
559,4/17/2024,2,8,4,732,11,2,87.22
560,4/17/2024,5,3,13,5,0,15,337.35
561,4/18/2024,2,8,19,821,5,2,90.43
562,4/18/2024,5,3,4,5,0,5,326.32
563,4/18/2024,4,1,20,166,3,2,2676.3
564,4/18/2024,2,8,1,956,1,19,105.68
565,4/18/2024,2,2,11,299,5,13,721.86
566,4/19/2024,1,7,1,15,0,1,213.07
567,4/19/2024,5,2,1,516,5,0,1180.41
568,4/19/2024,5,3,11,5,0,5,332.99
569,4/19/2024,2,8,13,910,1,4,73.17
570,4/19/2024,1,7,1,13,0,19,224.91
571,4/20/2024,2,6,17,106,3,13,89.63
572,4/20/2024,5,3,8,5,0,1,349.93
573,4/20/2024,5,3,12,4,0,16,302.14
574,4/20/2024,3,7,17,11,0,2,176.46
575,4/20/2024,5,3,20,4,0,16,299.04
576,4/20/2024,5,3,14,4,0,9,286.28
577,4/20/2024,5,3,2,5,0,9,349.56
578,4/21/2024,1,4,16,234,7,4,1032.33
579,4/21/2024,3,7,1,17,0,14,248.49
580,4/21/2024,2,6,8,117,5,2,100.02
581,4/21/2024,5,2,16,444,13,20,1031.69
582,4/21/2024,5,3,2,5,0,12,338.65
583,4/21/2024,4,1,13,161,1,13,2596.87
584,4/21/2024,4,10,11,157,2,8,951.24
585,4/22/2024,5,3,15,6,0,6,395.6
586,4/22/2024,2,6,18,97,3,11,68.8
587,4/22/2024,3,7,7,10,0,19,175.72
588,4/22/2024,1,1,20,108,2,5,1777.84
589,4/22/2024,2,6,10,104,3,8,91.37
590,4/23/2024,3,5,3,234,4,8,195.02
591,4/23/2024,3,5,15,218,5,17,185.15
592,4/23/2024,2,8,4,819,14,4,88.45
593,4/23/2024,1,1,13,119,1,16,1955.1
594,4/23/2024,4,10,14,181,5,160,1178.88
595,4/24/2024,1,7,18,17,0,20,278.38
596,4/24/2024,1,4,18,341,5,9,1492.36
597,4/24/2024,2,8,2,732,8,15,69.31
598,4/24/2024,4,1,5,129,4,14,2123.86
599,4/24/2024,1,1,11,185,2,17,2989.56
600,4/24/2024,5,2,3,429,10,111,1064.62
601,4/25/2024,3,5,15,293,6,3,208.09
602,4/25/2024,5,2,3,454,10,12,1054.07
603,4/25/2024,5,2,11,466,6,4,1092
604,4/26/2024,3,9,6,787,5,20,66.24
605,4/26/2024,2,2,16,413,12,15,978.94
606,4/26/2024,2,2,9,404,6,1,943.65
607,4/26/2024,4,1,10,138,2,11,2261.31
608,4/27/2024,5,2,15,481,11,4,1122.86
609,4/27/2024,4,10,6,163,2,19,994.66
610,4/27/2024,4,1,4,149,4,18,2431.59
611,4/27/2024,4,1,11,138,1,13,2263.2
612,4/27/2024,4,1,3,147,3,19,2395.4
613,4/27/2024,4,10,5,197,6,10,1155.84
614,4/27/2024,5,2,9,394,5,19,917.97
615,4/28/2024,2,8,18,943,6,14,88.95
616,4/28/2024,4,1,8,134,3,4,2193.75
617,4/28/2024,1,4,2,232,5,316,1264.57
618,4/28/2024,1,4,16,254,6,6,1099.61
619,4/28/2024,3,5,3,209,4,14,165.15
620,4/28/2024,2,8,13,888,0,12,108.62
621,4/28/2024,3,9,2,788,11,18,71.94
622,4/29/2024,5,3,2,5,0,241,517.42
623,4/29/2024,5,2,12,360,14,6,830.34
624,4/29/2024,3,5,18,202,3,6,166.13
625,4/30/2024,3,7,9,15,0,14,228.15
626,4/30/2024,5,2,16,467,14,19,1090.68
627,4/30/2024,1,1,15,123,2,2,1983.97
628,4/30/2024,3,5,5,248,7,9,182.66
629,5/1/2024,2,6,12,110,6,0,91.62
630,5/1/2024,2,8,11,772,5,18,97.35
631,5/1/2024,5,3,15,4,0,8,265.47
632,5/1/2024,3,7,2,13,0,5,204.97
633,5/1/2024,3,5,6,321,6,7,212.88
634,5/1/2024,3,9,5,975,19,10,76.62
635,5/1/2024,2,6,15,121,5,12,108.27
636,5/2/2024,4,10,5,236,7,9,1412.98
637,5/2/2024,5,2,19,381,6,327,1133.53
638,5/2/2024,1,4,20,347,7,144,1623.29
639,5/2/2024,2,6,7,114,5,6,82.87
640,5/3/2024,5,2,12,362,13,0,835.89
641,5/3/2024,3,7,15,16,0,9,223.75
642,5/3/2024,4,10,5,242,7,16,1453.77
643,5/3/2024,1,7,13,12,0,17,192.08
644,5/3/2024,5,2,7,347,10,199,983.33
645,5/3/2024,3,7,18,16,0,9,255.44
646,5/3/2024,4,1,10,143,2,3,2330.99
647,5/4/2024,1,7,12,15,0,15,248.47
648,5/4/2024,1,4,17,255,3,4,1111.25
649,5/4/2024,1,4,12,229,8,16,1021.61
650,5/4/2024,1,7,7,16,0,17,236.5
651,5/4/2024,3,9,10,805,4,11,67.83
652,5/4/2024,1,1,17,111,1,5,1794.1
653,5/5/2024,5,2,7,468,14,17,1105.1
654,5/5/2024,1,4,15,262,6,19,1159.62
655,5/5/2024,3,5,10,220,3,2,160.59
656,5/5/2024,1,1,1,193,1,16,3134.53
657,5/6/2024,1,4,2,390,10,6,1679.69
658,5/6/2024,3,5,3,215,4,19,163.87
659,5/6/2024,5,2,4,538,15,9,1234.57
660,5/6/2024,5,2,4,468,13,3,1072.63
661,5/6/2024,3,7,14,13,0,3,193.54
662,5/6/2024,5,2,16,491,14,212,1304.1
663,5/7/2024,3,7,20,17,0,13,244.52
664,5/7/2024,4,1,3,176,3,3,2844.25
665,5/7/2024,5,2,4,338,9,5,777.09
666,5/7/2024,2,6,7,129,6,8,101.48
667,5/7/2024,4,10,16,166,4,7,995.23
668,5/7/2024,2,2,4,544,15,136,1358.11
669,5/8/2024,2,6,20,135,6,15,111.08
670,5/8/2024,2,6,16,119,5,17,74.88
671,5/8/2024,1,4,4,286,7,1,1233.37
672,5/8/2024,3,9,6,997,11,3,55.09
673,5/8/2024,4,10,16,203,5,18,1230.48
674,5/9/2024,3,7,11,10,0,18,150.48
675,5/9/2024,3,7,4,14,0,9,215.9
676,5/9/2024,1,4,4,275,8,13,1199.81
677,5/9/2024,4,1,11,142,2,3,2312.03
678,5/9/2024,2,6,16,120,5,11,108.58
679,5/9/2024,2,6,3,142,5,338,356.83
680,5/9/2024,2,8,3,906,11,18,110.81
681,5/10/2024,4,1,12,182,6,13,2958.94
682,5/10/2024,3,5,14,233,6,5,189.04
683,5/10/2024,5,2,19,399,7,8,951.64
684,5/10/2024,5,3,19,5,0,7,321.62
685,5/10/2024,3,7,14,10,0,13,156.08
686,5/10/2024,3,9,6,842,7,6,32.75
687,5/11/2024,4,10,18,243,3,8,1419.11
688,5/11/2024,3,7,18,18,0,2,249.16
689,5/11/2024,3,5,14,327,10,4,218.84
690,5/11/2024,5,2,17,440,6,15,1047.38
691,5/11/2024,2,8,4,881,17,7,105.88
692,5/12/2024,2,2,6,359,6,1,838.16
693,5/12/2024,3,9,4,918,17,4,46.08
694,5/12/2024,3,7,1,20,0,1,288.43
695,5/12/2024,2,6,18,110,3,3,80.55
696,5/13/2024,4,10,1,234,3,2,1394.55
697,5/13/2024,2,6,7,133,6,20,98.78
698,5/13/2024,1,4,3,296,7,3,1303.38
699,5/13/2024,3,9,3,904,12,14,67.09
700,5/14/2024,2,8,15,869,13,10,93.17
701,5/14/2024,1,1,8,170,4,19,2772.63
702,5/14/2024,3,7,16,16,0,10,249.98
703,5/15/2024,1,4,12,404,16,5,1732.99
704,5/15/2024,5,3,20,4,0,3,252.96
705,5/15/2024,5,3,15,5,0,8,327.92
706,5/15/2024,4,10,5,195,5,6,1152.78
707,5/16/2024,2,2,10,393,6,2,896.26
708,5/16/2024,2,6,13,140,4,8,78.82
709,5/16/2024,5,2,2,377,9,19,901.83
710,5/16/2024,1,1,9,150,2,4,2451.92
711,5/16/2024,5,2,19,360,5,14,836.48
712,5/16/2024,3,9,17,976,2,15,76.39
713,5/17/2024,3,7,10,17,0,16,247.82
714,5/17/2024,2,6,16,129,6,14,78.15
715,5/17/2024,2,2,8,338,8,3,812.71
716,5/17/2024,4,1,15,130,3,4,2098.15
717,5/17/2024,1,1,10,135,2,18,2192.9
718,5/18/2024,5,2,14,457,13,10,1047.29
719,5/18/2024,1,4,12,442,17,2,1908.51
720,5/18/2024,4,10,9,234,3,18,1375.07
721,5/19/2024,3,7,2,17,0,8,236.02
722,5/19/2024,4,1,1,166,2,20,2688.17
723,5/19/2024,3,7,14,18,0,11,264.31
724,5/20/2024,4,10,16,170,4,11,1020.85
725,5/20/2024,4,10,3,164,3,4,993.43
726,5/20/2024,5,2,10,396,7,4,931.57
727,5/20/2024,3,5,17,239,3,16,170.51
728,5/20/2024,4,10,4,193,5,18,1137.42
729,5/20/2024,5,2,4,446,13,1,1017.63
730,5/21/2024,3,9,15,1120,19,5,44.84
731,5/21/2024,1,7,20,12,0,247,362.27
732,5/21/2024,2,8,16,786,16,15,81.27
733,5/21/2024,5,3,13,5,0,0,337.84
734,5/21/2024,2,2,7,397,11,17,924.49
735,5/22/2024,4,1,16,146,4,14,2395.75
736,5/22/2024,4,1,15,154,4,1,2488.15
737,5/22/2024,1,7,14,17,0,15,250.49
738,5/22/2024,5,3,8,5,0,2,322.31
739,5/22/2024,4,10,4,195,5,0,1137.7
740,5/23/2024,4,10,15,182,5,19,1105.84
741,5/23/2024,4,1,10,164,2,20,2679.38
742,5/23/2024,4,1,20,113,2,5,1829.98
743,5/23/2024,5,3,4,4,0,11,294.04
744,5/24/2024,2,2,17,381,4,8,913.4
745,5/24/2024,3,5,18,232,3,3,179.86
746,5/24/2024,4,10,4,239,6,16,1401.27
747,5/24/2024,1,1,12,131,4,3,2114.57
748,5/24/2024,3,7,5,13,0,0,182.31
749,5/25/2024,3,7,17,13,0,20,215.1
750,5/25/2024,2,8,14,868,16,14,111.35
751,5/25/2024,5,3,1,4,0,2,254.99
752,5/25/2024,3,7,6,14,0,4,224.3
753,5/25/2024,1,7,17,18,0,9,271.06
754,5/25/2024,3,7,1,15,0,17,236.07
755,5/26/2024,4,10,13,153,1,4,913.77
756,5/26/2024,5,3,7,3,0,5,194.94
757,5/26/2024,5,3,8,5,0,1,344.46
758,5/26/2024,3,9,17,960,4,9,59.3
759,5/26/2024,1,4,11,381,6,11,1650.02
760,5/26/2024,5,2,13,402,4,11,941.47
761,5/26/2024,2,8,14,791,15,18,94.22
762,5/27/2024,3,9,16,1102,19,15,72.49
763,5/27/2024,2,8,17,884,2,5,104.8
764,5/27/2024,3,5,20,275,6,16,193.93
765,5/27/2024,3,7,12,13,0,18,203.77
766,5/27/2024,3,7,7,10,0,2,171.42
767,5/27/2024,4,10,19,182,2,19,1077.01
768,5/28/2024,5,3,15,5,0,19,351.78
769,5/28/2024,4,10,8,231,5,14,1378.89
770,5/28/2024,1,1,1,163,2,3,2646.16
771,5/28/2024,1,1,20,156,4,15,2538.11
772,5/29/2024,1,7,18,16,0,14,224.59
773,5/29/2024,5,3,13,5,0,5,330.6
774,5/29/2024,5,3,13,4,0,4,260.51
775,5/30/2024,2,6,14,125,6,1,75.85
776,5/30/2024,1,4,5,290,9,3,1246.98
777,5/30/2024,2,8,19,689,4,8,60.17
778,5/31/2024,5,3,3,4,0,8,278.56
779,5/31/2024,5,2,8,477,11,14,1097.81
780,5/31/2024,5,2,5,462,14,14,1062.37
781,5/31/2024,4,10,6,197,4,11,1185.25
782,5/31/2024,2,8,17,746,3,90,142.57
783,5/31/2024,1,1,18,127,2,10,2075.41
784,6/1/2024,3,5,11,231,3,113,264.86
785,6/1/2024,1,7,16,12,0,12,191.13
786,6/1/2024,1,7,1,14,0,19,214.52
787,6/1/2024,2,8,1,677,0,55,124.96
788,6/1/2024,3,5,3,304,7,15,243.09
789,6/1/2024,1,4,16,272,8,8,1195.16
790,6/2/2024,2,8,7,875,18,2,87.63
791,6/2/2024,1,1,9,92,1,17,1520.18
792,6/2/2024,5,3,1,5,0,16,341.46
793,6/2/2024,3,9,2,1127,14,14,56.39
794,6/2/2024,4,1,11,112,1,13,1850.71
795,6/2/2024,2,2,6,381,7,266,1112.37
796,6/3/2024,3,7,8,13,0,215,365.29
797,6/3/2024,2,2,20,452,11,2,1067.58
798,6/3/2024,1,4,11,315,4,71,1417.35
799,6/3/2024,4,10,4,210,6,19,1233.12
800,6/3/2024,4,10,14,251,7,0,1471.41
801,6/3/2024,3,9,7,1134,24,4,61.37
802,6/3/2024,3,7,14,14,0,1,188.22
803,6/4/2024,5,3,17,2,0,9,161.33
804,6/4/2024,3,7,1,15,0,17,245.45
805,6/4/2024,4,10,7,169,5,10,1023.83
806,6/4/2024,5,3,20,4,0,1,270.64
807,6/4/2024,1,7,8,16,0,10,250.29
808,6/5/2024,2,6,6,96,3,14,69.78
809,6/5/2024,5,3,2,4,0,17,273.44
810,6/5/2024,2,2,6,341,6,9,802.7
811,6/5/2024,3,7,6,16,0,19,242.38
812,6/5/2024,2,2,20,461,10,7,1054.98
813,6/5/2024,3,5,17,229,3,2,155.7
814,6/6/2024,5,3,16,5,0,15,350.63
815,6/6/2024,4,10,9,211,3,6,1236.83
816,6/6/2024,2,6,8,115,5,11,77.86
817,6/6/2024,1,1,3,133,2,307,2408.45
818,6/6/2024,4,10,15,194,5,0,1132.68
819,6/6/2024,2,6,3,115,5,20,78
820,6/7/2024,2,2,4,361,9,8,836.28
821,6/7/2024,5,2,18,283,4,12,689.22
822,6/7/2024,1,4,17,336,5,7,1464.23
823,6/7/2024,5,3,15,4,0,13,268.78
824,6/7/2024,4,1,12,121,4,11,1968.39
825,6/8/2024,4,10,18,175,2,116,1115.2
826,6/8/2024,3,9,20,1249,16,12,47.13
827,6/8/2024,4,1,16,114,3,2,1842.46
828,6/8/2024,5,2,2,484,10,12,1119.95
829,6/8/2024,2,6,17,120,4,5,104.58
830,6/8/2024,2,8,14,795,18,4,95.72
831,6/9/2024,4,10,6,287,5,14,1682.47
832,6/9/2024,1,1,15,121,3,18,1995.57
833,6/9/2024,4,10,19,292,4,9,1711.84
834,6/9/2024,2,6,8,94,4,5,81.89
835,6/9/2024,1,4,2,253,5,6,1126.4
836,6/10/2024,5,2,12,440,16,16,1014.59
837,6/10/2024,1,1,15,131,3,0,2116.02
838,6/10/2024,2,6,15,119,5,14,77.39
839,6/10/2024,3,5,6,305,5,12,209.34
840,6/10/2024,1,7,9,12,0,317,422.25
841,6/10/2024,1,7,17,16,0,9,234.96
842,6/11/2024,1,1,13,143,1,0,2311.48
843,6/11/2024,2,8,3,717,8,10,73.93
844,6/11/2024,2,8,7,947,18,3,83.48
845,6/11/2024,2,2,13,362,4,19,854.46
846,6/11/2024,1,1,14,130,4,17,2135.25
847,6/11/2024,5,2,9,429,6,10,1022.37
848,6/11/2024,4,1,11,145,2,0,2339.3
849,6/12/2024,1,4,8,375,10,236,1812.5
850,6/12/2024,2,2,13,508,7,10,1166.37
851,6/12/2024,3,9,2,1239,18,0,43.94
852,6/12/2024,3,7,8,18,0,16,260.67
853,6/12/2024,4,1,3,117,2,2,1890.55
854,6/12/2024,5,2,8,401,10,6,926.85
855,6/12/2024,2,8,8,704,13,15,67.44
856,6/13/2024,4,10,6,197,4,4,1178.73
857,6/13/2024,4,1,13,146,2,17,2365.71
858,6/13/2024,2,6,13,117,3,2,74.65
859,6/13/2024,4,1,5,141,4,11,2290.16
860,6/13/2024,3,9,19,1280,6,20,79.14
861,6/14/2024,4,10,8,243,6,20,1429.17
862,6/14/2024,5,3,5,4,0,0,254.67
863,6/14/2024,1,7,13,14,0,6,224.84
864,6/15/2024,4,10,10,200,3,13,1200.5
865,6/15/2024,1,1,19,166,2,12,2703.56
866,6/15/2024,1,1,16,165,5,5,2661.06
867,6/15/2024,2,8,5,724,17,6,65.67
868,6/16/2024,2,2,9,329,3,2,763.58
869,6/16/2024,4,1,9,130,2,181,2264.87
870,6/16/2024,1,7,19,9,0,8,166.19
871,6/17/2024,3,9,14,867,16,7,70.58
872,6/17/2024,4,10,20,164,3,14,999.02
873,6/17/2024,4,1,1,180,1,7,2910.34
874,6/17/2024,5,3,17,4,0,10,258.67
875,6/17/2024,3,5,11,264,4,2,183.93
876,6/17/2024,4,1,13,140,1,18,2295.79
877,6/18/2024,1,1,16,166,5,14,2683.92
878,6/18/2024,4,1,16,158,4,2,2543.82
879,6/18/2024,1,1,11,135,2,3,2199.02
880,6/18/2024,5,3,3,5,0,19,327.79
881,6/18/2024,3,7,13,17,0,7,237.04
882,6/18/2024,1,4,3,254,5,3,1114.81
883,6/18/2024,2,6,13,90,3,10,87.1
884,6/19/2024,5,2,4,376,10,9,896.69
885,6/19/2024,4,10,5,206,6,1,1219.26
886,6/19/2024,3,9,4,617,11,6,46.94
887,6/19/2024,4,1,11,102,1,7,1675.62
888,6/20/2024,2,6,13,86,2,0,68.47
889,6/20/2024,3,7,16,14,0,6,217.84
890,6/20/2024,5,3,4,5,0,14,347.39
891,6/21/2024,2,6,16,112,5,20,73.97
892,6/21/2024,5,2,5,422,12,15,978.69
893,6/21/2024,1,1,17,164,2,12,2653.4
894,6/21/2024,1,1,13,148,2,12,2418.63
895,6/21/2024,1,4,13,249,2,2,1074.73
896,6/21/2024,5,2,1,393,3,12,923.22
897,6/21/2024,4,10,19,171,2,17,1014.25
898,6/22/2024,4,10,3,202,4,3,1204.04
899,6/22/2024,2,8,4,636,10,10,61.08
900,6/22/2024,2,8,7,834,15,2,100.84
901,6/23/2024,3,7,18,15,0,9,231.07
902,6/23/2024,4,1,19,149,2,19,2430.73
903,6/23/2024,2,8,4,835,12,6,103.2
904,6/23/2024,5,2,19,383,6,175,1022.18
905,6/23/2024,2,6,15,102,4,17,75.1
906,6/23/2024,3,9,7,1126,23,5,53.31
907,6/23/2024,2,6,14,109,5,13,69.36
908,6/24/2024,3,7,9,14,0,3,218.71
909,6/24/2024,1,1,17,162,2,16,2628.76
910,6/24/2024,5,3,18,4,0,12,266.83
911,6/25/2024,5,3,16,5,0,4,318.91
912,6/25/2024,5,3,2,6,0,19,401.93
913,6/25/2024,4,1,15,150,3,7,2427.81
914,6/25/2024,1,4,14,311,8,18,1348.45
915,6/25/2024,3,9,16,998,21,3,48.58
916,6/25/2024,5,2,1,474,6,16,1116.66
917,6/25/2024,1,7,15,18,0,113,345.95
918,6/26/2024,4,10,13,174,2,3,1024.5
919,6/26/2024,4,10,9,143,2,9,876.61
920,6/26/2024,5,2,15,394,9,5,916.58
921,6/27/2024,1,4,16,250,8,15,1084.78
922,6/27/2024,3,5,16,240,7,8,164.75
923,6/27/2024,4,10,6,212,3,13,1269.16
924,6/28/2024,2,8,7,795,16,12,87.37
925,6/28/2024,4,1,4,127,3,1,2069.93
926,6/28/2024,3,7,20,16,0,13,230.31
927,6/29/2024,5,2,8,374,9,13,869.84
928,6/29/2024,1,7,17,15,0,4,209.88
929,6/29/2024,2,6,2,111,4,147,178.41
930,6/29/2024,1,4,14,306,10,13,1340.07
931,6/30/2024,4,1,10,126,2,7,2044.39
932,6/30/2024,1,1,2,140,3,13,2267.79
933,6/30/2024,4,10,11,188,2,4,1107.45
934,6/30/2024,3,9,19,1011,6,12,43.31
935,6/30/2024,1,1,20,114,3,6,1846.52
936,6/30/2024,4,1,3,135,3,4,2174.95
937,6/30/2024,2,6,18,122,4,3,100.68
938,7/1/2024,4,10,17,244,2,4,1427.79
939,7/1/2024,5,2,7,441,13,2,1010.47
940,7/1/2024,5,3,18,5,0,5,336.88
941,7/2/2024,1,7,15,15,0,9,233.03
942,7/2/2024,5,2,6,339,6,8,816.24
943,7/2/2024,3,5,8,179,4,10,128.73
944,7/2/2024,5,3,5,4,0,50,322.96
945,7/2/2024,2,8,9,1162,6,3,111.02
946,7/2/2024,4,10,20,214,4,18,1280.09
947,7/2/2024,4,1,15,112,2,2,1823.44
948,7/3/2024,2,2,7,526,14,9,1207.22
949,7/3/2024,2,6,20,108,4,20,110.72
950,7/3/2024,1,7,17,14,0,1,191.09
951,7/3/2024,1,4,5,384,12,99,1742.89
952,7/3/2024,3,9,3,852,10,5,43.34
953,7/3/2024,4,1,8,155,4,9,2501.3
954,7/4/2024,2,2,8,314,7,7,758.97
955,7/4/2024,4,1,16,135,3,11,2181.85
956,7/4/2024,3,5,12,314,11,19,220.85
957,7/4/2024,4,1,10,156,2,15,2544.47
958,7/4/2024,3,9,3,893,10,15,72.45
959,7/4/2024,1,7,14,17,0,5,257.2
960,7/5/2024,3,7,14,12,0,4,195.29
961,7/5/2024,2,6,14,123,6,7,83.26
962,7/5/2024,5,3,17,5,0,7,330.07
963,7/5/2024,2,2,12,541,21,223,1420.08
964,7/5/2024,2,6,15,73,3,4,59.32
965,7/6/2024,4,10,2,230,4,5,1337.71
966,7/6/2024,3,5,3,286,6,4,214.72
967,7/6/2024,3,7,14,16,0,101,297.04
968,7/7/2024,5,2,17,342,4,14,812.87
969,7/7/2024,3,9,17,935,6,2,51.16
970,7/7/2024,2,8,7,778,15,17,94.48
971,7/8/2024,4,10,11,213,3,235,1448.62
972,7/8/2024,2,6,4,100,4,7,69.39
973,7/8/2024,5,2,3,451,9,7,1041.12
974,7/9/2024,5,2,19,497,6,9,1135.79
975,7/9/2024,3,7,13,15,0,4,228.81
976,7/9/2024,1,4,14,361,10,0,1567.74
977,7/9/2024,4,10,19,145,1,7,884.73
978,7/9/2024,2,8,6,820,7,9,80.81
979,7/9/2024,4,1,13,164,2,2,2655.56
980,7/9/2024,4,10,6,182,3,14,1078.02
981,7/10/2024,3,7,5,14,0,19,236.89
982,7/10/2024,2,6,12,121,6,13,92.06
983,7/10/2024,3,9,2,1087,16,17,45.66
984,7/10/2024,1,4,13,256,2,14,1135.97
985,7/10/2024,3,7,15,20,0,3,299.1
986,7/10/2024,4,10,7,194,5,6,1158.39
987,7/11/2024,1,4,15,293,7,352,1567.82
988,7/11/2024,1,4,14,334,9,4,1435.47
989,7/11/2024,4,1,10,176,2,8,2839.76
990,7/11/2024,1,1,14,125,3,13,2039.67
991,7/11/2024,5,2,14,351,10,350,1087.69
992,7/11/2024,5,2,11,495,8,10,1132.32
993,7/12/2024,2,6,11,113,3,4,86.6
994,7/12/2024,5,2,2,381,8,11,884.44
995,7/12/2024,2,8,19,948,4,9,94.16
996,7/12/2024,1,7,16,16,0,17,240.63
997,7/12/2024,3,5,6,245,4,13,182.66
998,7/12/2024,4,10,20,213,5,1,1262.26
999,7/13/2024,2,2,15,405,11,11,968.75
1000,7/13/2024,4,10,13,159,1,8,942.95
1001,7/13/2024,4,1,1,176,1,11,2868.43
1002,7/13/2024,5,3,11,4,0,12,267.31
1003,7/13/2024,4,1,19,104,1,12,1719.77
1004,7/13/2024,5,2,14,304,8,18,739.77
1005,7/14/2024,5,2,11,366,5,18,854.02
1006,7/14/2024,5,2,19,353,4,20,851.35
1007,7/14/2024,2,2,8,355,8,12,849.17
1008,7/14/2024,1,4,3,325,6,19,1411.36
1009,7/14/2024,2,6,9,119,4,15,104.39
1010,7/15/2024,1,4,3,261,6,14,1162.79
1011,7/15/2024,2,6,1,156,5,3,117.74
1012,7/15/2024,3,7,20,15,0,17,212.02
1013,7/15/2024,5,2,7,356,10,4,824.9
1014,7/15/2024,4,1,3,136,2,15,2215.44
1015,7/15/2024,4,1,9,109,1,12,1767.72
1016,7/16/2024,3,5,7,306,9,8,232.64
1017,7/16/2024,5,2,20,384,8,2,893.58
1018,7/16/2024,1,7,9,15,0,16,224.39
1019,7/16/2024,1,1,6,170,3,6,2761.08
1020,7/16/2024,3,5,11,214,2,14,172.3
1021,7/16/2024,3,5,18,211,2,17,161.32
1022,7/16/2024,5,2,19,469,8,10,1081.18
1023,7/17/2024,4,10,2,243,5,10,1438.9
1024,7/17/2024,2,8,1,675,2,14,73.07
1025,7/17/2024,4,1,18,156,1,9,2524.19
1026,7/18/2024,4,1,18,170,1,14,2760.93
1027,7/18/2024,1,4,20,260,6,10,1157.46
1028,7/18/2024,4,1,6,151,3,67,2484.03
1029,7/18/2024,3,5,9,221,3,5,183.59
1030,7/18/2024,5,3,4,6,0,16,392.42
1031,7/19/2024,4,10,11,227,3,2,1330.97
1032,7/19/2024,2,8,7,843,16,6,84.11
1033,7/19/2024,4,1,16,130,3,10,2128.42
1034,7/19/2024,3,9,15,1262,17,11,59.46
1035,7/19/2024,4,1,13,133,1,18,2178.34
1036,7/19/2024,2,6,4,129,6,0,83.87
1037,7/20/2024,4,10,9,156,2,12,936.69
1038,7/20/2024,5,3,2,4,0,13,268.16
1039,7/20/2024,2,6,6,126,5,1,90.2
1040,7/20/2024,1,1,4,140,3,19,2293.18
1041,7/20/2024,4,10,13,226,2,11,1343.78
1042,7/20/2024,5,3,1,3,0,9,231.3
1043,7/20/2024,2,2,11,422,6,0,986.14
1044,7/21/2024,3,5,6,161,2,15,141.93
1045,7/21/2024,4,1,16,177,4,3,2848.4
1046,7/21/2024,3,7,16,13,0,225,364.55
1047,7/21/2024,3,9,20,994,14,4,72.23
1048,7/21/2024,2,8,5,769,17,13,80.92
1049,7/21/2024,1,1,13,195,2,16,3149.8
1050,7/22/2024,3,7,19,14,0,19,205.12
1051,7/22/2024,4,10,10,219,3,5,1285.4
1052,7/22/2024,3,5,10,215,2,13,163.49
1053,7/22/2024,1,1,9,172,2,2,2792.13
1054,7/22/2024,2,8,7,628,11,226,238.43
1055,7/23/2024,4,10,4,206,5,18,1214.47
1056,7/23/2024,2,6,5,116,5,20,93.75
1057,7/23/2024,2,6,14,93,4,11,77.06
1058,7/23/2024,4,10,14,244,7,260,1624.54
1059,7/23/2024,2,8,10,940,4,18,115.91
1060,7/23/2024,1,4,5,296,8,20,1288.28
1061,7/24/2024,1,4,19,297,3,16,1314.62
1062,7/24/2024,1,7,7,15,0,20,247.59
1063,7/24/2024,3,9,10,1208,5,123,156.71
1064,7/24/2024,1,7,4,13,0,12,184.33
1065,7/24/2024,1,4,13,298,3,8,1315.77
1066,7/24/2024,4,1,14,129,4,15,2097.6
1067,7/24/2024,1,7,16,14,0,14,212.88
1068,7/25/2024,2,2,10,389,5,20,927.27
1069,7/25/2024,5,3,2,5,0,14,332.28
1070,7/25/2024,2,6,17,142,4,12,100.47
1071,7/25/2024,2,8,5,691,14,4,65.79
1072,7/25/2024,3,7,3,19,0,5,274.54
1073,7/25/2024,5,3,5,5,0,12,322.3
1074,7/26/2024,2,2,4,433,12,7,1029.1
1075,7/26/2024,2,2,6,438,10,1,1020.78
1076,7/26/2024,1,1,3,146,3,134,2466.05
1077,7/27/2024,4,1,19,152,2,7,2455.65
1078,7/27/2024,2,6,17,131,4,3,76.22
1079,7/27/2024,2,2,12,465,18,20,1093.38
1080,7/27/2024,2,2,19,467,7,4,1096.01
1081,7/27/2024,4,10,13,244,2,3,1420.12
1082,7/27/2024,2,2,20,404,10,8,941.02
1083,7/28/2024,1,1,10,111,2,16,1811.29
1084,7/28/2024,5,2,18,422,5,8,992.03
1085,7/28/2024,1,4,14,272,8,17,1212.27
1086,7/28/2024,3,9,2,926,15,1,43.15
1087,7/28/2024,1,4,20,357,7,3,1531.07
1088,7/29/2024,2,8,12,779,23,0,93.99
1089,7/29/2024,1,1,18,156,2,291,2740.89
1090,7/29/2024,4,1,14,167,4,19,2736.5
1091,7/29/2024,3,7,7,13,0,17,208.82
1092,7/29/2024,1,7,8,13,0,20,224.12
