po_id,date,supplier_id,material_id,quantity_ordered,unit_price,lead_time_days,is_delayed
590,9/17/2024,3,4,845,13.323,5,0
591,9/17/2024,8,9,43,115.538,10,0
592,9/17/2024,5,7,7956,0.786,7,0
593,9/17/2024,2,2,6340,2.643,12,0
594,9/17/2024,7,2,5773,2.597,18,0
595,9/17/2024,3,8,680,7.986,3,0
596,9/18/2024,7,2,3849,2.746,8,0
597,9/18/2024,5,3,2047,5.829,11,0
598,9/18/2024,5,3,2011,5.187,8,0
599,9/19/2024,2,6,75,48.558,4,0
600,9/19/2024,1,1,64802,1.577,7,0
601,9/20/2024,8,9,53,112.651,6,0
602,9/20/2024,1,1,45880,1.504,2,0
603,9/20/2024,3,4,1121,11.624,3,0
604,9/22/2024,5,7,17751,0.792,18,0
605,9/23/2024,5,7,17225,0.719,13,0
606,9/23/2024,8,5,2428,3.898,13,0
607,9/24/2024,1,1,49408,1.537,6,0
608,9/24/2024,5,7,9786,0.801,12,0
609,9/25/2024,8,5,1956,4.385,15,0
610,9/25/2024,8,5,2294,4.201,24,1
611,9/26/2024,2,6,92,44.063,4,0
612,9/27/2024,5,3,1975,5.445,15,0
613,9/28/2024,1,1,56807,1.591,5,0
614,9/28/2024,2,6,112,41.559,3,0
615,9/28/2024,1,1,56436,1.459,7,0
616,9/28/2024,3,4,968,11.791,4,0
617,9/28/2024,8,5,2060,4.275,8,0
618,9/29/2024,4,11,2584,1.67,5,0
619,9/29/2024,5,7,14630,0.79,9,0
620,9/29/2024,6,10,522,3.298,2,0
621,9/29/2024,5,7,18341,0.715,12,0
622,9/30/2024,3,4,1547,13.437,6,0
623,10/1/2024,2,6,102,41.628,9,0
624,10/1/2024,5,7,11344,0.756,15,0
625,10/1/2024,3,4,885,12.536,2,0
626,10/2/2024,5,7,17045,0.763,18,0
627,10/2/2024,1,1,23497,1.6,5,0
628,10/3/2024,3,8,1046,8.054,3,0
629,10/3/2024,7,12,1502,4.839,15,0
630,10/3/2024,8,9,35,112.193,18,0
631,10/3/2024,5,3,1974,5.665,21,1
632,10/4/2024,5,3,2421,5.79,13,0
633,10/4/2024,3,8,804,8.698,6,0
634,10/5/2024,1,1,31983,1.476,5,0
635,10/5/2024,2,2,4975,2.902,5,0
636,10/5/2024,4,11,2745,1.663,4,0
637,10/6/2024,5,3,2100,5.598,18,0
638,10/6/2024,3,8,647,8.277,2,0
639,10/6/2024,7,12,1233,4.468,23,1
640,10/6/2024,8,9,40,125.682,14,0
641,10/6/2024,3,8,762,7.828,6,0
642,10/6/2024,7,12,1717,4.18,16,0
643,10/6/2024,6,8,799,8.649,4,0
644,10/7/2024,4,11,4333,1.782,5,0
645,10/7/2024,8,9,43,122.623,10,0
646,10/7/2024,3,4,910,13.441,5,0
647,10/9/2024,5,3,1966,5.91,12,0
648,10/9/2024,3,8,750,7.595,6,0
649,10/10/2024,5,3,2109,5.871,13,0
650,10/11/2024,5,7,13431,0.739,23,1
651,10/11/2024,8,9,58,112.804,12,0
652,10/11/2024,5,3,1462,5.414,8,0
653,10/14/2024,4,10,642,3.463,5,0
654,10/14/2024,7,2,4441,2.897,9,0
655,10/15/2024,8,9,57,117.893,9,0
656,10/16/2024,5,7,12256,0.742,16,1
657,10/16/2024,5,7,14960,0.696,10,0
658,10/16/2024,7,2,6356,2.76,14,0
659,10/17/2024,1,1,39463,1.587,6,0
660,10/17/2024,6,10,315,3.148,6,1
661,10/18/2024,5,7,12775,0.795,11,0
662,10/18/2024,7,12,1709,4.669,13,0
663,10/18/2024,7,12,1592,4.654,11,0
664,10/18/2024,6,10,682,3.159,3,0
665,10/19/2024,5,7,15400,0.78,6,0
666,10/19/2024,4,11,3276,1.69,10,0
667,10/19/2024,8,5,2686,4.503,14,0
668,10/20/2024,6,8,950,7.951,5,0
669,10/20/2024,5,7,11744,0.772,20,1
670,10/20/2024,4,4,999,13.2,5,0
671,10/21/2024,1,1,50479,1.591,2,0
672,10/21/2024,8,9,43,127.685,13,0
673,10/22/2024,7,12,2252,4.258,18,0
674,10/22/2024,5,3,821,5.701,8,0
675,10/22/2024,4,11,3210,1.859,8,0
676,10/23/2024,3,4,1046,12.858,6,0
677,10/24/2024,7,12,1797,4.658,15,0
678,10/24/2024,8,9,53,121.208,6,0
679,10/24/2024,4,11,2916,1.939,7,0
680,10/24/2024,7,2,5268,2.634,8,0
681,10/24/2024,2,6,81,41.413,8,0
682,10/25/2024,4,10,343,3.416,7,0
683,10/25/2024,2,6,94,42.461,7,0
684,10/25/2024,8,5,2849,3.882,25,1
685,10/27/2024,2,2,5400,2.707,8,0
686,10/27/2024,7,12,1982,4.675,9,0
687,10/28/2024,2,2,5042,2.621,5,0
688,10/28/2024,4,11,1772,1.679,8,0
689,10/28/2024,8,9,62,119.15,17,1
690,10/29/2024,3,8,968,8.768,6,0
691,10/30/2024,6,8,681,8.406,3,0
692,10/31/2024,3,8,830,8.513,1,0
693,11/1/2024,7,12,1096,4.499,16,0
694,11/2/2024,4,11,3327,1.897,8,0
695,11/2/2024,8,9,46,127.034,18,0
696,11/2/2024,4,4,942,12.637,7,0
697,11/3/2024,7,12,1388,4.661,19,1
698,11/3/2024,6,8,996,7.979,4,0
699,11/4/2024,7,2,5562,2.608,17,0
700,11/5/2024,6,8,855,7.668,4,0
701,11/6/2024,1,1,49961,1.539,5,0
702,11/6/2024,4,11,2631,1.844,9,0
703,11/7/2024,7,12,1389,4.497,14,0
704,11/7/2024,5,3,2985,5.662,18,0
705,11/8/2024,8,5,2787,4.476,17,0
706,11/8/2024,3,4,843,13.086,5,0
707,11/9/2024,1,1,42453,1.556,4,0
708,11/9/2024,8,5,2684,4.307,11,0
709,11/10/2024,4,11,2547,1.714,13,1
710,11/10/2024,6,8,527,7.844,6,0
711,11/11/2024,4,11,3482,1.682,6,0
712,11/11/2024,7,2,4905,2.699,18,0
713,11/11/2024,7,2,6931,2.883,23,1
714,11/12/2024,7,12,1185,4.336,8,0
715,11/12/2024,5,3,2160,5.393,11,0
716,11/12/2024,4,11,2739,1.711,6,0
717,11/12/2024,6,8,951,8.596,4,0
718,11/12/2024,6,10,616,3.51,2,0
719,11/13/2024,4,11,1865,1.914,8,0
720,11/14/2024,2,6,71,48.247,5,0
721,11/14/2024,5,3,1292,5.631,9,0
722,11/14/2024,3,8,753,7.616,5,0
723,11/15/2024,1,1,51788,1.409,5,0
724,11/15/2024,6,8,891,7.68,6,0
725,11/15/2024,3,8,849,8.427,5,0
726,11/16/2024,5,7,17196,0.794,14,0
727,11/16/2024,4,11,3061,1.791,7,0
728,11/17/2024,6,8,943,8.109,3,0
729,11/17/2024,8,9,59,127.156,7,0
730,11/18/2024,7,2,2757,2.841,18,1
731,11/18/2024,4,4,980,12.816,5,0
732,11/18/2024,3,8,668,8.733,3,0
733,11/19/2024,8,5,2719,4.146,19,1
734,11/20/2024,4,11,3776,1.846,9,0
735,11/22/2024,4,11,2931,1.885,4,0
736,11/22/2024,7,2,5579,2.836,17,1
737,11/22/2024,4,10,373,3.281,16,1
738,11/23/2024,4,11,2553,1.72,8,0
739,11/23/2024,8,9,55,126.563,27,1
740,11/23/2024,5,7,19176,0.753,12,0
741,11/23/2024,5,7,18124,0.702,20,0
742,11/23/2024,6,10,625,3.431,1,0
743,11/23/2024,7,12,1538,4.628,11,0
744,11/23/2024,6,8,867,8.854,3,0
745,11/24/2024,7,2,4407,2.771,26,1
746,11/25/2024,6,10,543,3.272,1,0
747,11/25/2024,2,6,82,45.713,5,0
748,11/25/2024,5,7,13818,0.774,22,1
749,11/26/2024,6,10,572,3.403,2,0
750,11/26/2024,2,6,73,43.244,5,0
751,11/26/2024,4,11,2426,1.903,11,0
752,11/26/2024,7,2,5886,2.738,13,0
753,11/27/2024,5,3,1979,5.727,17,0
754,11/27/2024,6,8,693,7.873,4,0
755,11/28/2024,6,10,598,3.441,5,0
756,11/28/2024,5,3,1944,5.389,7,0
757,11/29/2024,7,12,1999,4.172,12,0
758,11/29/2024,6,10,514,3.23,3,0
759,11/30/2024,5,3,1428,5.722,16,0
760,11/30/2024,3,8,731,8.026,5,0
761,12/1/2024,5,3,1693,5.682,8,0
762,12/1/2024,2,6,76,47.521,12,0
763,12/1/2024,8,5,3174,4.486,18,0
764,12/1/2024,8,9,40,114.938,13,0
765,12/2/2024,8,9,44,120.761,17,0
766,12/2/2024,5,3,2475,5.926,16,0
767,12/4/2024,6,8,784,7.898,5,0
768,12/4/2024,4,11,4284,1.895,9,0
769,12/4/2024,6,10,365,3.371,6,0
770,12/4/2024,1,1,55954,1.429,7,0
771,12/4/2024,1,1,55759,1.504,4,0
772,12/5/2024,5,7,20047,0.778,8,0
773,12/6/2024,6,8,1069,7.683,1,0
774,12/6/2024,3,4,880,12.803,5,0
775,12/7/2024,4,11,3311,1.742,7,0
776,12/7/2024,8,9,50,110.996,11,1
777,12/7/2024,3,8,566,8.743,4,0
778,12/8/2024,4,4,1007,12.167,8,0
779,12/8/2024,4,4,817,13.081,11,0
780,12/9/2024,3,4,1102,12.675,6,0
781,12/9/2024,4,4,1071,12.683,11,0
782,12/10/2024,2,6,102,42.671,6,0
783,12/11/2024,7,2,4545,2.617,19,0
784,12/12/2024,2,2,6238,2.886,9,0
785,12/12/2024,1,1,53573,1.397,7,0
786,12/12/2024,8,5,3827,4.196,11,0
787,12/12/2024,2,2,5145,2.651,10,0
788,12/13/2024,7,2,3011,2.651,17,1
789,12/13/2024,1,1,31443,1.581,4,0
790,12/13/2024,4,11,2225,1.661,8,0
791,12/13/2024,5,3,2692,5.553,8,0
792,12/13/2024,1,1,46867,1.588,4,0
793,12/13/2024,6,8,607,7.592,3,0
794,12/14/2024,7,12,1284,4.287,17,0
795,12/14/2024,3,4,1247,11.724,5,0
796,12/15/2024,5,3,2555,5.393,9,0
797,12/16/2024,2,6,82,42.304,11,0
798,12/16/2024,4,10,409,3.238,11,0
799,12/16/2024,3,4,845,12.822,6,0
800,12/16/2024,6,8,591,8.316,9,1
801,12/17/2024,1,1,46705,1.402,5,0
802,12/17/2024,4,11,2625,1.934,4,0
803,12/19/2024,4,11,3591,1.862,7,0
804,12/20/2024,8,5,1739,4.377,22,1
805,12/20/2024,5,3,1432,5.88,8,0
806,12/20/2024,4,10,516,3.571,11,0
807,12/21/2024,1,1,35216,1.535,2,0
808,12/22/2024,4,11,3273,1.811,12,0
809,12/23/2024,1,1,58965,1.613,7,0
810,12/23/2024,1,1,43873,1.435,5,0
811,12/24/2024,7,2,4582,3.008,17,0
812,12/24/2024,6,10,613,3.163,4,0
813,12/24/2024,2,6,111,44.787,9,0
814,12/26/2024,5,3,2317,5.239,20,1
815,12/27/2024,4,10,456,3.412,7,0
816,12/27/2024,8,5,2374,3.939,8,0
817,12/27/2024,5,3,1858,5.859,11,0
818,12/27/2024,4,4,1151,11.873,5,0
819,12/28/2024,2,6,128,43.315,5,0
820,12/28/2024,3,8,709,8.271,7,0
821,12/28/2024,4,10,609,3.62,3,0
822,12/29/2024,5,3,1949,5.775,19,0
823,12/30/2024,8,5,2177,4.497,14,0
824,12/30/2024,8,9,46,111.317,12,0
825,12/31/2024,7,12,1802,4.849,17,0
826,12/31/2024,2,6,103,44.51,4,0
827,1/2/2025,4,11,3305,1.725,6,0
828,1/3/2025,5,3,2430,5.73,13,0
829,1/3/2025,8,9,64,126.804,8,0
830,1/4/2025,8,9,73,127.33,12,0
831,1/4/2025,3,8,860,7.842,7,0
832,1/4/2025,7,12,1631,4.429,10,0
833,1/4/2025,4,10,559,3.587,6,0
834,1/4/2025,6,10,616,3.624,3,0
835,1/5/2025,8,5,3233,4.528,9,0
836,1/6/2025,8,9,59,121.004,10,0
837,1/6/2025,4,11,3402,1.799,9,0
838,1/6/2025,4,10,513,3.35,7,0
839,1/7/2025,5,3,2601,5.098,16,0
840,1/7/2025,2,2,4499,2.72,5,0
841,1/7/2025,2,2,4815,2.959,5,0
842,1/8/2025,6,8,988,8.385,5,0
843,1/10/2025,7,12,1580,4.145,18,0
844,1/10/2025,5,7,13888,0.716,11,0
845,1/10/2025,3,4,1011,12.074,2,0
846,1/12/2025,3,8,1134,7.731,1,0
847,1/12/2025,8,5,1517,3.881,9,0
848,1/12/2025,3,8,892,7.912,4,0
849,1/12/2025,8,5,2309,4.262,13,0
850,1/13/2025,4,11,3059,1.72,14,1
851,1/13/2025,8,9,48,127.489,13,0
852,1/15/2025,1,1,45664,1.544,1,0
853,1/16/2025,5,3,1752,5.69,16,0
854,1/16/2025,5,7,14771,0.735,20,0
855,1/17/2025,5,7,10021,0.773,25,1
856,1/17/2025,5,3,2076,5.715,8,0
857,1/18/2025,4,11,3097,1.736,5,0
858,1/18/2025,8,5,2320,4.351,10,0
859,1/18/2025,8,9,43,124.379,22,1
860,1/19/2025,4,11,4455,1.686,6,0
861,1/20/2025,4,11,2720,1.728,6,0
862,1/21/2025,3,8,727,7.865,3,0
863,1/21/2025,6,8,768,8.191,6,0
864,1/21/2025,5,3,2022,5.358,8,0
865,1/22/2025,5,7,15230,0.751,9,0
866,1/22/2025,4,4,1321,13.384,5,0
867,1/22/2025,5,3,2207,5.301,15,0
868,1/23/2025,2,6,119,45.119,7,0
869,1/24/2025,1,1,41842,1.503,3,0
870,1/24/2025,2,6,131,47.074,7,0
871,1/24/2025,7,12,1499,4.629,12,0
872,1/26/2025,7,2,5378,2.643,7,0
873,1/27/2025,2,2,3187,2.915,6,0
874,1/27/2025,8,5,2393,4.166,17,0
875,1/28/2025,7,12,1486,4.717,19,0
876,1/28/2025,1,1,70581,1.534,2,0
877,1/28/2025,4,10,444,3.287,10,0
878,1/28/2025,4,11,3806,1.924,7,0
879,1/29/2025,7,12,1452,4.76,11,0
880,1/30/2025,6,8,790,8.232,5,0
881,1/30/2025,8,5,2507,4.224,16,0
882,1/30/2025,7,12,1454,4.771,8,0
883,1/30/2025,5,7,13466,0.729,9,0
884,1/30/2025,3,8,903,7.981,7,0
885,1/31/2025,5,7,14459,0.782,17,0
886,2/2/2025,8,9,43,112.129,8,0
887,2/2/2025,1,1,28021,1.384,6,0
888,2/2/2025,6,10,497,3.401,5,0
889,2/3/2025,2,2,4082,2.651,10,0
890,2/3/2025,8,5,2373,4.46,13,0
891,2/4/2025,2,6,98,42.928,7,0
892,2/4/2025,4,11,3711,1.882,18,1
893,2/5/2025,2,6,64,46.894,7,0
894,2/5/2025,5,7,20657,0.801,7,0
895,2/5/2025,7,2,4429,2.746,8,0
896,2/6/2025,8,5,2766,4.175,20,1
897,2/6/2025,8,5,1752,4.455,13,0
898,2/6/2025,2,6,72,43.293,5,0
899,2/6/2025,8,5,2387,4.022,14,0
900,2/7/2025,8,5,2621,3.898,17,0
901,2/7/2025,4,11,3059,1.805,4,0
902,2/8/2025,4,11,3951,1.731,4,0
903,2/8/2025,5,7,19868,0.794,8,0
904,2/8/2025,3,4,1110,12.089,3,0
905,2/8/2025,4,4,896,12.722,4,0
906,2/9/2025,5,3,1689,5.81,16,0
907,2/9/2025,1,1,30951,1.614,4,0
908,2/10/2025,4,11,2710,1.796,11,0
909,2/10/2025,6,10,652,3.478,4,0
910,2/10/2025,8,5,2466,4.26,14,0
911,2/11/2025,4,10,527,3.492,5,0
912,2/11/2025,7,12,1759,4.807,25,1
913,2/11/2025,5,7,18069,0.737,13,0
914,2/11/2025,8,9,64,121.596,15,0
915,2/11/2025,6,8,814,8.31,7,0
916,2/12/2025,4,11,3403,1.736,16,1
917,2/12/2025,2,6,71,44.859,9,0
918,2/12/2025,2,6,96,45.357,8,0
919,2/14/2025,2,6,116,42.292,9,0
920,2/14/2025,4,4,866,12.697,6,0
921,2/14/2025,8,9,51,110.408,19,0
922,2/14/2025,2,2,5396,2.673,6,0
923,2/15/2025,6,8,875,8.432,6,0
924,2/16/2025,6,8,600,8.077,4,0
925,2/16/2025,5,7,14354,0.717,14,0
926,2/18/2025,2,2,5710,2.712,9,0
927,2/18/2025,8,5,2034,4.05,14,0
928,2/19/2025,4,4,915,12.806,9,0
929,2/19/2025,4,11,4195,1.905,6,0
930,2/20/2025,5,3,2345,5.373,13,0
931,2/20/2025,4,11,2819,1.777,8,1
932,2/21/2025,4,10,579,3.555,9,0
933,2/21/2025,1,1,44109,1.503,5,0
934,2/22/2025,6,8,998,7.666,2,0
935,2/22/2025,4,10,567,3.579,9,0
936,2/23/2025,8,5,2192,4.129,18,1
937,2/24/2025,6,10,369,3.164,3,0
938,2/24/2025,7,2,7005,2.862,13,0
939,2/25/2025,8,5,1451,4.107,14,0
940,2/25/2025,4,11,1804,1.737,11,0
941,2/26/2025,5,7,13929,0.795,20,0
942,2/26/2025,7,12,2130,4.736,9,0
943,2/27/2025,8,5,2026,4.414,8,0
944,2/27/2025,4,11,3891,1.799,6,0
945,2/27/2025,8,9,64,116.795,8,0
946,2/27/2025,1,1,57762,1.501,15,1
947,2/28/2025,5,3,1529,5.882,18,0
948,3/1/2025,2,6,78,41.566,9,0
949,3/1/2025,7,12,1755,4.6,10,0
950,3/1/2025,3,4,912,12.119,6,0
951,3/1/2025,5,3,2172,5.075,15,0
952,3/2/2025,3,4,1390,11.596,6,0
953,3/2/2025,1,1,57570,1.584,2,0
954,3/2/2025,7,12,1213,4.158,11,0
955,3/3/2025,2,6,95,45.036,11,0
956,3/3/2025,7,12,1530,4.849,9,0
957,3/3/2025,6,10,533,3.421,6,0
958,3/4/2025,8,9,50,127.309,6,0
959,3/5/2025,2,6,100,45.133,5,0
960,3/5/2025,8,9,64,121.699,19,0
961,3/5/2025,5,7,21948,0.731,21,1
962,3/5/2025,4,11,2645,1.685,11,0
963,3/6/2025,2,6,122,41.629,14,1
964,3/6/2025,4,11,2220,1.914,4,0
965,3/7/2025,3,4,1261,13.339,4,0
966,3/7/2025,3,4,775,13.089,14,1
967,3/8/2025,3,4,1027,12.583,7,0
968,3/9/2025,2,2,2744,2.915,10,0
969,3/9/2025,4,11,3633,1.837,7,0
970,3/9/2025,4,11,2849,1.795,3,0
971,3/10/2025,4,4,834,12.233,5,0
972,3/10/2025,4,11,3264,1.905,7,0
973,3/10/2025,5,3,1270,5.397,13,0
974,3/11/2025,3,4,1017,12.094,7,0
975,3/11/2025,7,2,4979,2.957,10,0
976,3/12/2025,8,5,2476,3.896,23,1
977,3/13/2025,4,11,2983,1.809,7,0
978,3/13/2025,8,9,35,125.881,7,0
979,3/13/2025,3,8,980,8.142,4,0
980,3/14/2025,6,8,943,8.03,5,0
981,3/14/2025,3,4,935,12.956,6,0
982,3/15/2025,3,8,859,8.356,3,0
983,3/16/2025,8,9,54,116.438,9,0
984,3/16/2025,1,1,45979,1.443,2,0
985,3/17/2025,8,9,34,111.02,17,1
986,3/17/2025,2,6,87,47.25,9,0
987,3/18/2025,7,2,4423,2.612,15,0
988,3/18/2025,4,11,2814,1.793,7,0
989,3/19/2025,4,11,3825,1.917,7,0
990,3/20/2025,4,11,3117,1.861,5,0
991,3/20/2025,8,9,38,114.848,12,0
992,3/20/2025,6,8,749,8.222,3,0
993,3/21/2025,4,11,2426,1.924,10,0
994,3/22/2025,3,8,585,7.553,4,0
995,3/22/2025,4,11,3379,1.792,6,0
996,3/22/2025,8,5,2563,4.291,11,0
997,3/23/2025,5,3,1626,5.534,16,0
998,3/23/2025,7,12,1705,4.737,21,1
999,3/23/2025,1,1,57533,1.558,1,0
1000,3/24/2025,7,12,1803,4.605,6,0
1001,3/24/2025,7,2,6064,2.854,12,0
1002,3/24/2025,7,12,863,4.441,26,1
1003,3/24/2025,4,11,1749,1.879,4,0
1004,3/25/2025,4,10,475,3.544,4,0
1005,3/26/2025,7,12,1344,4.71,21,1
1006,3/26/2025,1,1,41041,1.478,5,0
1007,3/27/2025,7,12,1420,4.685,11,0
1008,3/27/2025,8,5,1895,4.124,8,0
1009,3/28/2025,7,12,1152,4.346,17,1
1010,3/28/2025,5,3,2071,5.52,6,0
1011,3/28/2025,5,3,1171,5.553,23,1
1012,3/28/2025,2,6,101,42.407,12,0
1013,3/29/2025,2,2,4691,2.876,11,0
1014,3/29/2025,4,4,1112,13.475,11,0
1015,3/30/2025,5,3,1825,5.514,13,0
1016,3/30/2025,5,7,11454,0.745,9,0
1017,4/1/2025,5,3,1669,5.086,18,0
1018,4/1/2025,4,11,1701,1.731,10,0
1019,4/1/2025,6,8,752,8.223,1,0
1020,4/1/2025,3,4,804,12.491,2,0
1021,4/2/2025,8,5,3431,3.95,11,0
1022,4/2/2025,8,9,48,114.029,12,0
1023,4/2/2025,7,2,4233,2.716,9,0
1024,4/3/2025,2,2,5553,2.676,4,0
1025,4/3/2025,8,9,61,115.208,14,0
1026,4/3/2025,1,1,38066,1.413,4,0
1027,4/3/2025,7,2,4604,2.727,20,1
1028,4/4/2025,4,11,2561,1.918,19,1
1029,4/5/2025,1,1,64030,1.556,4,0
1030,4/5/2025,5,7,19275,0.782,12,0
1031,4/5/2025,1,1,54420,1.481,4,0
1032,4/6/2025,4,11,4676,1.807,6,0
1033,4/7/2025,2,6,81,48.51,3,0
1034,4/7/2025,1,1,50197,1.439,3,0
1035,4/8/2025,3,8,821,8.231,4,0
1036,4/8/2025,4,11,2416,1.674,5,0
1037,4/9/2025,4,10,594,3.513,10,0
1038,4/9/2025,5,7,12273,0.732,29,1
1039,4/9/2025,1,1,62411,1.412,2,0
1040,4/10/2025,6,10,547,3.309,4,0
1041,4/10/2025,7,12,1130,4.785,14,0
1042,4/12/2025,8,5,2359,4.274,20,0
1043,4/12/2025,4,4,901,12.197,5,0
1044,4/13/2025,4,4,956,12.531,6,0
1045,4/13/2025,4,11,3089,1.661,7,0
1046,4/14/2025,8,5,2196,4.245,16,0
1047,4/14/2025,1,1,47198,1.502,2,0
1048,4/15/2025,8,9,62,122.227,9,0
1049,4/16/2025,8,9,44,120.692,14,0
1050,4/16/2025,1,1,51585,1.424,6,0
1051,4/16/2025,7,12,1987,4.273,6,0
1052,4/17/2025,4,11,2248,1.679,12,0
1053,4/18/2025,4,11,2824,1.845,5,0
1054,4/18/2025,2,6,100,45.34,9,0
1055,4/18/2025,1,1,51221,1.431,4,0
1056,4/18/2025,8,5,3259,3.867,15,1
1057,4/19/2025,5,7,18006,0.722,21,1
1058,4/19/2025,6,8,817,8.145,4,0
1059,4/20/2025,4,11,2802,1.811,5,0
1060,4/20/2025,4,11,2884,1.789,5,0
1061,4/21/2025,5,3,2144,5.074,19,0
1062,4/21/2025,2,6,137,48.101,11,0
1063,4/21/2025,2,6,92,44.378,8,0
1064,4/22/2025,2,6,113,44.169,10,0
1065,4/23/2025,5,7,18937,0.703,12,1
1066,4/23/2025,2,6,77,43.852,7,0
1067,4/23/2025,6,10,415,3.469,6,0
1068,4/24/2025,1,1,67580,1.455,1,0
1069,4/24/2025,5,7,17636,0.741,13,0
1070,4/24/2025,8,9,54,114.198,17,0
1071,4/24/2025,4,11,2751,1.707,6,0
1072,4/24/2025,4,11,2433,1.833,12,0
1073,4/25/2025,8,9,71,117.647,18,0
1074,4/25/2025,4,4,790,12.747,3,0
1075,4/25/2025,2,6,83,46.942,10,0
1076,4/25/2025,4,4,1155,13.397,7,0
1077,4/26/2025,7,2,5248,2.989,17,0
1078,4/26/2025,5,7,18520,0.771,16,0
1079,4/26/2025,6,10,527,3.165,4,0
1080,4/27/2025,1,1,57649,1.396,13,1
1081,4/28/2025,7,12,1379,4.592,19,0
1082,4/28/2025,2,6,141,44.581,10,0
1083,4/28/2025,4,11,2904,1.666,8,0
1084,4/29/2025,2,2,3956,2.666,10,0
1085,4/29/2025,7,12,1340,4.5,9,0
1086,4/29/2025,7,12,1350,4.214,20,0
1087,4/30/2025,8,9,39,111.45,17,1
1088,5/1/2025,4,11,2243,1.881,11,0
1089,5/1/2025,8,5,1716,3.865,16,0
1090,5/2/2025,5,7,12933,0.723,19,0
1091,5/2/2025,6,10,406,3.521,1,0
1092,5/2/2025,7,12,1248,4.505,6,0
1093,5/3/2025,4,11,3044,1.671,7,0
1094,5/4/2025,2,6,106,42.613,3,0
1095,5/4/2025,2,6,73,41.953,4,0
1096,5/4/2025,1,1,38346,1.599,2,0
1097,5/5/2025,5,3,1677,5.091,11,0
1098,5/6/2025,3,4,931,12.68,3,0
1099,5/6/2025,8,9,66,125.336,11,0
1100,5/6/2025,4,10,380,3.324,8,0
1101,5/7/2025,8,9,24,129.013,14,0
1102,5/7/2025,6,10,604,3.184,13,1
1103,5/7/2025,4,11,2767,1.827,4,0
1104,5/8/2025,8,9,62,125.551,19,0
1105,5/8/2025,3,4,924,11.98,1,0
1106,5/9/2025,2,2,6139,2.955,8,0
1107,5/9/2025,2,6,144,42.055,9,0
1108,5/9/2025,1,1,50916,1.576,3,0
1109,5/10/2025,4,11,2165,1.694,8,0
1110,5/10/2025,5,3,1595,5.21,16,1
1111,5/10/2025,7,12,1063,4.263,17,0
1112,5/11/2025,4,11,2521,1.897,6,0
1113,5/11/2025,2,6,122,48.407,5,0
1114,5/12/2025,5,7,19302,0.774,11,0
1115,5/12/2025,5,7,15906,0.76,13,0
1116,5/12/2025,8,5,2425,4.127,11,0
1117,5/13/2025,3,8,714,8.494,4,0
1118,5/14/2025,4,4,874,12.143,11,0
1119,5/15/2025,3,4,1081,12.505,3,0
1120,5/15/2025,4,10,313,3.173,10,0
1121,5/16/2025,4,4,1035,11.789,3,0
1122,5/16/2025,8,5,3535,4.535,18,1
1123,5/16/2025,2,6,86,44.588,3,0
1124,5/17/2025,4,10,516,3.604,18,1
1125,5/17/2025,5,3,1765,5.233,11,0
1126,5/18/2025,3,4,1133,12.788,5,0
1127,5/18/2025,2,2,3847,2.836,8,0
1128,5/19/2025,2,6,98,46.736,17,1
1129,5/20/2025,1,1,44091,1.501,4,0
1130,5/20/2025,8,5,3261,3.977,27,1
1131,5/20/2025,4,4,1251,12.226,9,0
1132,5/21/2025,5,3,2434,5.353,9,0
1133,5/22/2025,4,11,1792,1.913,9,0
1134,5/22/2025,5,3,2197,5.849,22,1
1135,5/23/2025,1,1,51682,1.388,3,0
1136,5/23/2025,5,3,2348,5.235,27,1
1137,5/24/2025,2,6,144,42.41,10,0
1138,5/25/2025,4,4,1415,13.311,7,0
1139,5/25/2025,5,3,1758,5.596,12,0
1140,5/25/2025,8,9,52,127.943,17,0
1141,5/25/2025,2,2,4093,2.906,10,0
1142,5/26/2025,8,5,2544,4.159,17,0
1143,5/26/2025,8,5,2514,4.448,6,0
1144,5/27/2025,7,12,1477,4.169,9,0
1145,5/27/2025,5,3,2016,5.405,18,0
1146,5/28/2025,2,2,5791,2.897,11,1
1147,5/28/2025,4,10,663,3.552,3,0
1148,5/28/2025,3,4,1409,13.335,3,0
1149,5/28/2025,4,10,478,3.277,7,0
1150,5/29/2025,2,6,84,45.16,12,0
1151,5/29/2025,5,7,10619,0.806,12,0
1152,5/30/2025,7,2,5058,2.608,21,1
1153,5/30/2025,7,2,4858,2.605,19,0
1154,5/30/2025,2,2,2968,2.955,8,0
1155,5/31/2025,4,10,360,3.399,10,0
1156,5/31/2025,7,12,1496,4.194,14,1
1157,5/31/2025,2,6,77,42.673,4,0
1158,5/31/2025,7,12,1715,4.567,13,0
1159,6/1/2025,4,4,1347,12.81,6,0
1160,6/1/2025,7,2,5514,2.627,18,0
1161,6/1/2025,7,12,2038,4.603,15,0
1162,6/1/2025,7,12,1292,4.791,24,1
1163,6/1/2025,8,5,2240,3.894,12,0
1164,6/3/2025,5,3,1887,5.406,12,0
1165,6/3/2025,2,2,6050,2.903,11,0
1166,6/3/2025,3,4,1159,12.495,6,0
1167,6/4/2025,6,8,802,7.548,4,0
1168,6/6/2025,8,9,52,123.737,11,0
1169,6/6/2025,2,6,102,42.698,7,0
1170,6/6/2025,7,2,5249,2.776,9,0
1171,6/7/2025,7,12,1649,4.747,24,1
1172,6/7/2025,5,7,11389,0.765,17,0
